feature,importance,omic_layer
conditionals_tissue_Haematopoietic and Lymphoid,5.075235762112353,conditionals
copynumber_RSPH10B2,2.904456637795912,copynumber
copynumber_CDKN2A,2.706223451189392,copynumber
conditionals_day4_day1_ratio,2.4253211459703525,conditionals
conditionals_mut_TP53,2.120839368979241,conditionals
copynumber_ZMYM2,1.6241499553549938,copynumber
conditionals_tissue_Lung,1.5735122890510642,conditionals
copynumber_PCM1,1.50619534569688,copynumber
copynumber_PMS2,1.3737148163658,copynumber
copynumber_UGT2B17,1.3108304498786023,copynumber
copynumber_NBEA,1.2804154302327588,copynumber
copynumber_MITF,1.2545601511494393,copynumber
drugresponse_1079;Dasatinib;GDSC2,1.2298847401062811,drugresponse
copynumber_NPEPPS,1.095807954478137,copynumber
copynumber_NFIB,1.0874593635097245,copynumber
metabolomics_C54:3 TAG,1.0756246628743875,metabolomics
drugresponse_1248;Daporinad;GDSC1,1.073370741641778,drugresponse
drugresponse_1034;Staurosporine;GDSC2,1.0577208282695745,drugresponse
metabolomics_C50:2 TAG,1.0483858963267874,metabolomics
metabolomics_C52:2 TAG,1.0275347064176126,metabolomics
metabolomics_C52:3 TAG,1.0242623539447735,metabolomics
drugresponse_1007;Docetaxel;GDSC1,0.9976138080462544,drugresponse
copynumber_ETV1,0.994239842700924,copynumber
copynumber_MYB,0.991517639852558,copynumber
metabolomics_C54:2 TAG,0.9868125544857768,metabolomics
copynumber_MYC,0.9857298015377643,copynumber
metabolomics_alanine,0.969955062950794,metabolomics
drugresponse_269;NSC-207895;GDSC1,0.9655092230213445,drugresponse
drugresponse_2109;AZ6102;GDSC2,0.964805952814722,drugresponse
copynumber_DROSHA,0.963080283644356,copynumber
drugresponse_1549;Sapatinib;GDSC2,0.9629300262687164,drugresponse
drugresponse_1047;Nutlin-3a (-);GDSC1,0.9513702074868238,drugresponse
drugresponse_1008;Methotrexate;GDSC2,0.9496912467069134,drugresponse
metabolomics_cis/trans-hydroxyproline,0.942921409334407,metabolomics
copynumber_NRK,0.9353231402490716,copynumber
copynumber_TOP2A,0.9350710881519838,copynumber
drugresponse_1049;PD173074;GDSC1,0.9339829329329634,drugresponse
drugresponse_1014;Refametinib;GDSC1,0.9278619679761352,drugresponse
conditionals_tissue_Skin,0.9276515164878796,conditionals
"drugresponse_436;CAP-232, TT-232, TLN-232;GDSC1",0.9256711669640963,drugresponse
metabolomics_C50:1 TAG,0.9232807200834516,metabolomics
copynumber_PTPN13,0.920915144507596,copynumber
drugresponse_1054;Palbociclib;GDSC1,0.9162640570835168,drugresponse
copynumber_RAC1,0.9161765871342612,copynumber
drugresponse_1047;Nutlin-3a (-);GDSC2,0.9138971339207584,drugresponse
drugresponse_416;CAY10566;GDSC1,0.8927900575472106,drugresponse
metabolomics_C48:1 TAG,0.8922803387790184,metabolomics
metabolomics_NAD,0.8882438487157192,metabolomics
metabolomics_C54:4 TAG,0.8781729441949044,metabolomics
metabolomics_alpha-glycerophosphate,0.8751794119435816,metabolomics
metabolomics_1-methylnicotinamide,0.8702300268239981,metabolomics
metabolomics_C48:2 TAG,0.8696818244814939,metabolomics
drugresponse_1558;Lapatinib;GDSC2,0.863893728794847,drugresponse
metabolomics_glutamate,0.8612761682262676,metabolomics
metabolomics_C52:1 TAG,0.8609077168679519,metabolomics
drugresponse_1372;Trametinib;GDSC2,0.8576615086856341,drugresponse
metabolomics_C34:2 PC,0.856653143207428,metabolomics
drugresponse_1048;Mirin;GDSC1,0.8431575495680014,drugresponse
drugresponse_1169;AZ628;GDSC2,0.8409635064877021,drugresponse
metabolomics_C18:0 LPC,0.83810574608239,metabolomics
metabolomics_C24:1 SM,0.8366699395640077,metabolomics
copynumber_TBL1XR1,0.8289255579311693,copynumber
conditionals_tissue_Central Nervous System,0.8274753347786976,conditionals
drugresponse_1011;Navitoclax;GDSC2,0.8255949851618039,drugresponse
drugresponse_1427;AZD5582;GDSC1,0.8222568041639515,drugresponse
metabolomics_C56:3 TAG,0.8198744887859887,metabolomics
drugresponse_1039;SL0101;GDSC1,0.8194446175375214,drugresponse
metabolomics_C36:2 PC,0.8169974187388956,metabolomics
drugresponse_1918;AZD8186;GDSC2,0.8136645096802309,drugresponse
drugresponse_1005;Cisplatin;GDSC1,0.8136513636038216,drugresponse
metabolomics_C54:6 TAG,0.8134932684612197,metabolomics
drugresponse_1924;Ipatasertib;GDSC2,0.8127552951696444,drugresponse
metabolomics_UDP-galactose/UDP-glucose,0.8122341364475505,metabolomics
drugresponse_1510;Linsitinib;GDSC2,0.8086971621173992,drugresponse
drugresponse_1060;PD0325901;GDSC2,0.8075532339316827,drugresponse
drugresponse_1032;Afatinib;GDSC1,0.8053007968995394,drugresponse
copynumber_CARD11,0.8035850271751591,copynumber
drugresponse_1382;AZD3514;GDSC1,0.7990292391397155,drugresponse
drugresponse_1092;Saracatinib;GDSC2,0.7987292535262263,drugresponse
copynumber_MGA,0.7974097707528415,copynumber
metabolomics_C22:0 SM,0.7966676583615524,metabolomics
metabolomics_C50:3 TAG,0.7930322126792136,metabolomics
copynumber_APOBEC3B,0.7907095184146752,copynumber
metabolomics_C32:1 PC,0.7880129431253167,metabolomics
drugresponse_1392;Bleomycin (10 uM);GDSC1,0.7848225186648748,drugresponse
metabolomics_proline,0.7841927927856197,metabolomics
drugresponse_1458;PARP_9495;GDSC1,0.7775035986349631,drugresponse
drugresponse_1053;MK-2206;GDSC2,0.7772297302677807,drugresponse
drugresponse_1374;Dabrafenib (1373) + Trametinib (1372);GDSC1,0.7758793119168421,drugresponse
drugresponse_1421;FGFR_0939;GDSC1,0.7757166492172846,drugresponse
drugresponse_282;Pelitinib;GDSC1,0.7742715417063616,drugresponse
metabolomics_niacinamide,0.773737637363788,metabolomics
drugresponse_1461;TANK_1366;GDSC1,0.7701662306302637,drugresponse
metabolomics_glutathione reduced,0.769807906888725,metabolomics
metabolomics_threonine,0.7686728215108486,metabolomics
drugresponse_1241;CHIR-99021;GDSC1,0.7634338294983878,drugresponse
metabolomics_citrulline,0.7597798626305432,metabolomics
drugresponse_1058;Pictilisib;GDSC2,0.7593684022824013,drugresponse
metabolomics_SDMA/ADMA,0.7577528658811697,metabolomics
drugresponse_1372;Trametinib;GDSC1,0.7562346839074584,drugresponse
drugresponse_1561;Taselisib;GDSC2,0.7561563495268405,drugresponse
drugresponse_1598;LGK974;GDSC2,0.754399440610472,drugresponse
drugresponse_1149;TW 37;GDSC1,0.7535382699586599,drugresponse
drugresponse_478;LDN-193189;GDSC1,0.7525918416819707,drugresponse
metabolomics_trimethylamine-N-oxide,0.7518787022418686,metabolomics
drugresponse_1908;Ulixertinib;GDSC2,0.7502415515728565,drugresponse
metabolomics_C14:0 SM,0.7502260884465863,metabolomics
metabolomics_malate,0.7493953062933788,metabolomics
copynumber_CUX1,0.7491137146142054,copynumber
drugresponse_1091;BMS-536924;GDSC1,0.7478995691823067,drugresponse
drugresponse_1916;AZD5363;GDSC2,0.7441544838729368,drugresponse
drugresponse_1001;AICA Ribonucleotide;GDSC1,0.742529899773573,drugresponse
metabolomics_glycine,0.7421559706133594,metabolomics
drugresponse_331;QL-X-138;GDSC1,0.7418360397225254,drugresponse
drugresponse_1036;PLX-4720;GDSC2,0.7418048665580049,drugresponse
drugresponse_1052;RO-3306;GDSC1,0.7393592728351581,drugresponse
copynumber_SDHA,0.7384870664611493,copynumber
drugresponse_255;CP724714;GDSC1,0.736378302326729,drugresponse
metabolomics_C18:1 CE,0.7342333810586349,metabolomics
drugresponse_1236;UNC0638;GDSC1,0.733556638989138,drugresponse
metabolomics_C16:0 CE,0.7335321720633168,metabolomics
metabolomics_C32:2 PC,0.732327792600499,metabolomics
drugresponse_1910;ABT737;GDSC2,0.7312696518996599,drugresponse
drugresponse_224;AS605240;GDSC1,0.7312696495519985,drugresponse
drugresponse_1941;Sepantronium bromide;GDSC2,0.7277704461629363,drugresponse
copynumber_TERT,0.7274814047624976,copynumber
metabolomics_C16:1 SM,0.7236960900660164,metabolomics
metabolomics_C20:4 CE,0.72176728109655,metabolomics
drugresponse_374;GSK1059615;GDSC1,0.7203900283888639,drugresponse
copynumber_MET,0.7198379310106909,copynumber
drugresponse_262;VX-11e;GDSC1,0.7191831520620255,drugresponse
metabolomics_ornithine,0.7185916047014924,metabolomics
metabolomics_lysine,0.7185334620224542,metabolomics
drugresponse_136;Mitomycin-C;GDSC1,0.7179598072306924,drugresponse
metabolomics_C36:1 PC,0.715617053477076,metabolomics
drugresponse_326;GSK690693;GDSC1,0.7155210333431024,drugresponse
copynumber_NDRG1,0.715117407156059,copynumber
metabolomics_C22:6 LPE,0.7150658464274069,metabolomics
drugresponse_165;DMOG;GDSC1,0.7145357592682554,drugresponse
drugresponse_546;FTY-720;GDSC1,0.7142209833607295,drugresponse
drugresponse_1463;AZD1332;GDSC1,0.7129644447491703,drugresponse
drugresponse_1938;Tretinoin;GDSC2,0.7105740901538229,drugresponse
metabolomics_C34:1 PC,0.7105538364932705,metabolomics
drugresponse_1016;Temsirolimus;GDSC1,0.7104655900158641,drugresponse
metabolomics_valine,0.7099965497696497,metabolomics
drugresponse_283;Omipalisib;GDSC1,0.7094675870801511,drugresponse
drugresponse_1032;Afatinib;GDSC2,0.7086866255813375,drugresponse
drugresponse_1378;Bleomycin (50 uM);GDSC1,0.7086507405383797,drugresponse
drugresponse_576;RU-SKI 43;GDSC1,0.7086189433089813,drugresponse
drugresponse_1912;Afuresertib;GDSC2,0.7080699627139444,drugresponse
drugresponse_1560;Alpelisib;GDSC2,0.7059586780611109,drugresponse
drugresponse_304;SB52334;GDSC1,0.7050470998830765,drugresponse
copynumber_RB1,0.7046199070884698,copynumber
metabolomics_adipate,0.7034514261762116,metabolomics
drugresponse_2282;Romidepsin;GDSC2,0.7023229692690018,drugresponse
drugresponse_1927;GSK2578215A;GDSC2,0.701677935831856,drugresponse
drugresponse_1407;Dyrk1b_0191;GDSC1,0.7016762204305519,drugresponse
metabolomics_AMP,0.7012230620013107,metabolomics
drugresponse_476;SB505124;GDSC1,0.7000185327929537,drugresponse
copynumber_PTPRD,0.6999081741688211,copynumber
drugresponse_207;AS601245;GDSC1,0.6991403638977844,drugresponse
drugresponse_175;PAC-1;GDSC1,0.6980246741789593,drugresponse
metabolomics_oxalate,0.6979540347947474,metabolomics
drugresponse_156;AZD6482;GDSC1,0.6966066571087662,drugresponse
copynumber_ARHGEF10,0.6943874773274243,copynumber
metabolomics_C18:2 CE,0.6925211355785965,metabolomics
drugresponse_1564;SCH772984;GDSC2,0.6907054004106353,drugresponse
drugresponse_172;Embelin;GDSC1,0.6905160122919253,drugresponse
drugresponse_1026;Tanespimycin;GDSC1,0.6870695025403333,drugresponse
metabolomics_C38:6 PC,0.6869195606702556,metabolomics
drugresponse_1008;Methotrexate;GDSC1,0.6848056503760437,drugresponse
drugresponse_1413;EphB4_9721;GDSC1,0.6833306194140459,drugresponse
drugresponse_299;OSI-027;GDSC1,0.6820297406694333,drugresponse
drugresponse_1926;GNE-317;GDSC2,0.6817755307191671,drugresponse
copynumber_PTK6,0.6805907450451811,copynumber
metabolomics_C38:5 PC,0.6804942705578128,metabolomics
metabolomics_asparagine,0.6793957363203443,metabolomics
drugresponse_1133;Serdemetan;GDSC1,0.6793200953746685,drugresponse
drugresponse_1496;Cisplatin;GDSC1,0.6785319001104186,drugresponse
copynumber_RECQL4,0.6784486435597459,copynumber
copynumber_MLLT3,0.6781902830487025,copynumber
drugresponse_1259;Talazoparib;GDSC1,0.6781145848346621,drugresponse
metabolomics_inositol,0.6760879191780923,metabolomics
metabolomics_taurine,0.6756871177064456,metabolomics
drugresponse_1526;Refametinib;GDSC1,0.6754059212034129,drugresponse
metabolomics_ribose-5-P/ribulose5-P,0.673981726470362,metabolomics
drugresponse_2152;I-BET151;GDSC2,0.6735848358110347,drugresponse
copynumber_EXT1,0.6730092537542518,copynumber
drugresponse_238;Idelalisib;GDSC1,0.6727953283381379,drugresponse
drugresponse_362;CI-1033;GDSC1,0.6720628336536911,drugresponse
drugresponse_1632;Ribociclib;GDSC2,0.6717590365800261,drugresponse
metabolomics_C54:5 TAG,0.6713685483480946,metabolomics
drugresponse_380;BIBF-1120;GDSC1,0.6705122618529442,drugresponse
copynumber_SMAD4,0.6687861240084029,copynumber
drugresponse_1192;GSK269962A;GDSC1,0.667829035313353,drugresponse
copynumber_HNRNPA2B1,0.6648937166186497,copynumber
copynumber_CRNKL1,0.6626499868855404,copynumber
drugresponse_184;BMS-754807;GDSC1,0.6607042906226623,drugresponse
drugresponse_1069;EHT-1864;GDSC2,0.6599130409180478,drugresponse
drugresponse_288;WHI-P97;GDSC1,0.658892610070803,drugresponse
drugresponse_1060;PD0325901;GDSC1,0.6586667733722107,drugresponse
drugresponse_1451;PLK_6522;GDSC1,0.6584951628432179,drugresponse
drugresponse_171;AKT inhibitor VIII;GDSC1,0.6583831068814726,drugresponse
metabolomics_C16:1 CE,0.6583823319362365,metabolomics
copynumber_KMT2C,0.6577691224971002,copynumber
metabolomics_hexoses (HILIC neg),0.6570176439031307,metabolomics
drugresponse_1913;AGI-5198;GDSC2,0.6566621963611441,drugresponse
metabolomics_butyrobetaine,0.6562211394926526,metabolomics
drugresponse_228;AKT inhibitor VIII;GDSC1,0.6558789507907365,drugresponse
drugresponse_1425;BPTES;GDSC1,0.6555704421166305,drugresponse
drugresponse_2466;CA3;GDSC2,0.6555542709721809,drugresponse
copynumber_NFATC2,0.6552026538328855,copynumber
drugresponse_167;OSU-03012;GDSC1,0.6549339301374442,drugresponse
copynumber_TGIF1,0.6545777293982287,copynumber
drugresponse_291;KIN001-266;GDSC1,0.6543518305457381,drugresponse
drugresponse_294;MPS-1-IN-1;GDSC1,0.6505653951905751,drugresponse
drugresponse_2043;BIBR-1532;GDSC2,0.6503387331575144,drugresponse
drugresponse_2182;A-366;GDSC2,0.6503253504306948,drugresponse
drugresponse_1919;Osimertinib;GDSC2,0.649667232059059,drugresponse
drugresponse_180;Thapsigargin;GDSC1,0.6496039427032456,drugresponse
drugresponse_1051;Alisertib;GDSC2,0.649587556902691,drugresponse
drugresponse_2028;STAT3_2372;GDSC2,0.6487629543915763,drugresponse
metabolomics_CMP,0.6485063207649018,metabolomics
drugresponse_1006;Cytarabine;GDSC1,0.6478918167452038,drugresponse
drugresponse_1954;ASLAN002;GDSC2,0.6468413859319782,drugresponse
drugresponse_1932;NVP-ADW742;GDSC2,0.6464604851762331,drugresponse
drugresponse_1175;Rucaparib;GDSC1,0.6458775922736074,drugresponse
metabolomics_C36:4 PC-B,0.6457619742511682,metabolomics
drugresponse_221;TAK-715;GDSC1,0.6449364391376249,drugresponse
drugresponse_1495;Olaparib;GDSC1,0.6448773828131417,drugresponse
drugresponse_1430;IGFR_3801;GDSC1,0.6446030083712304,drugresponse
metabolomics_hypoxanthine,0.643594514007739,metabolomics
drugresponse_1259;Talazoparib;GDSC2,0.6431979697740652,drugresponse
drugresponse_300;CX-5461;GDSC1,0.6428506131888887,drugresponse
drugresponse_1049;PD173074;GDSC2,0.6425121196948916,drugresponse
drugresponse_2303;G-5555;GDSC2,0.6422684964435788,drugresponse
copynumber_SIRPA,0.6412372401333863,copynumber
metabolomics_thiamine,0.6407528431885152,metabolomics
drugresponse_552;BAM7;GDSC1,0.640573409433186,drugresponse
drugresponse_1015;CI-1040;GDSC1,0.639855766819938,drugresponse
drugresponse_1194;SB505124;GDSC1,0.6393811814466536,drugresponse
drugresponse_1261;rTRAIL;GDSC1,0.639109920652386,drugresponse
drugresponse_1021;Axitinib;GDSC2,0.638830319233369,drugresponse
copynumber_RAD21,0.6386333640590033,copynumber
metabolomics_C20:3 LPC,0.6382422385816529,metabolomics
drugresponse_1911;Dactinomycin;GDSC2,0.6378448609594264,drugresponse
drugresponse_1494;SN-38;GDSC1,0.6376746649924875,drugresponse
drugresponse_308;Foretinib;GDSC1,0.6371918386563155,drugresponse
copynumber_TRRAP,0.6364635722079708,copynumber
drugresponse_1069;EHT-1864;GDSC1,0.636287849500051,drugresponse
copynumber_LZTR1,0.6362025072101021,copynumber
metabolomics_C52:4 TAG,0.6357905814716355,metabolomics
copynumber_HOXA11,0.6356504233749656,copynumber
metabolomics_betaine,0.6355225154924466,metabolomics
copynumber_HOXA9,0.6354805456125753,copynumber
metabolomics_C58:7 TAG,0.6353044509143511,metabolomics
metabolomics_fumarate/maleate/alpha-ketoisovalerate,0.6348615738503753,metabolomics
drugresponse_375;Voxtalisib;GDSC1,0.6325059526069498,drugresponse
drugresponse_1498;Selumetinib;GDSC1,0.6324829264555407,drugresponse
drugresponse_1031;Elesclomol;GDSC1,0.6316546976866712,drugresponse
metabolomics_adenosine,0.6313125805138317,metabolomics
