feature,importance
1008;Methotrexate;GDSC2,1.4033874040116547
1008;Methotrexate;GDSC1,1.3363870084502103
1034;Staurosporine;GDSC2,1.2598826745226064
1372;Trametinib;GDSC2,1.2256552291795184
478;LDN-193189;GDSC1,1.1711206329883392
1062;Selumetinib;GDSC1,1.1615701653179498
2043;BIBR-1532;GDSC2,1.15912241295316
1382;AZD3514;GDSC1,1.139493428463799
1032;Afatinib;GDSC2,1.092586664649832
1060;PD0325901;GDSC2,1.0906706653946905
1564;SCH772984;GDSC2,1.0733540094444096
279;BIX02189;GDSC1,1.0461582512181478
1932;NVP-ADW742;GDSC2,1.0360492012965017
1918;AZD8186;GDSC2,1.025340204968748
225;Genentech Cpd 10;GDSC1,1.0055721711175334
1079;Dasatinib;GDSC2,1.0044580549720237
1014;Refametinib;GDSC1,0.9966120441586586
1549;Sapatinib;GDSC2,0.9947525464827938
1561;Taselisib;GDSC2,0.968592558693557
1413;EphB4,0.9517766852926772
1039;SL0101;GDSC1,0.9457273472711596
476;SB505124;GDSC1,0.9445503661574084
1016;Temsirolimus;GDSC1,0.9405650048612196
194;Luminespib;GDSC1,0.9377773211072928
1058;Pictilisib;GDSC2,0.9188489633831352
1049;PD173074;GDSC1,0.9134104010273768
1007;Docetaxel;GDSC1,0.9105252354023996
1560;Alpelisib;GDSC2,0.909396482408986
1092;Saracatinib;GDSC2,0.9075628287674612
1494;SN-38;GDSC2,0.90755262030495
1060;PD0325901;GDSC1,0.9036493789746606
1498;Selumetinib;GDSC1,0.9007653975475302
1032;Afatinib;GDSC1,0.8974276100594492
374;GSK1059615;GDSC1,0.8929927696830314
1386;Doxorubicin;GDSC1,0.892084554502233
1458;PARP,0.8863508309313359
1091;BMS-536924;GDSC1,0.8835977123796176
1941;Sepantronium bromide;GDSC2,0.8828340827740162
1036;PLX-4720;GDSC2,0.8813383118884289
2161;Rigosertib;GDSC2,0.8798436804747538
375;Voxtalisib;GDSC1,0.8791162192088382
1133;Serdemetan;GDSC1,0.8720811055077238
1908;Ulixertinib;GDSC2,0.8590706249004164
2466;CA3;GDSC2,0.8581391685065716
1463;AZD1332;GDSC1,0.8524405225638427
1372;Trametinib;GDSC1,0.8524098528685996
1069;EHT-1864;GDSC1,0.8507864866064687
